Index,System Time,Channel,Direction,Frame ID,Data
13565,15:22:01.724,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13566,15:22:01.724,ch1,R,0x0140,x| 00 84 00 40 00 00 13 01
13567,15:22:01.731,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13568,15:22:01.731,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13569,15:22:01.731,ch1,R,0x0018,x| FA BB 70 0C 00 00 00 51
13570,15:22:01.735,ch1,R,0x0372,x| 00 30 00 00 00 00 00 00
13571,15:22:01.735,ch1,R,0x0284,x| C0 09 00 02 00 90 00 00
13572,15:22:01.740,ch1,R,0x0152,x| F0 DC 00 00 00 00 08 80
13573,15:22:01.740,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13574,15:22:01.749,ch1,R,0x0140,x| 00 85 00 40 00 00 13 01
13575,15:22:01.749,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13576,15:22:01.751,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13577,15:22:01.751,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13578,15:22:01.756,ch1,R,0x0280,x| 00 0A 00 00 00 00 00 00
13579,15:22:01.756,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13580,15:22:01.762,ch1,R,0x0361,x| 00 09 00 DC 25 A0 79 50
13581,15:22:01.762,ch1,R,0x0018,x| FA BB 70 0E 00 00 00 53
13582,15:22:01.767,ch1,R,0x00d0,x| 3A 05 00 00 00 00 02 FF
13583,15:22:01.767,ch1,R,0x00d1,x| 00 00 00 00
13584,15:22:01.767,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13585,15:22:01.772,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 9D
13586,15:22:01.772,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13587,15:22:01.778,ch1,R,0x0140,x| 00 86 00 40 00 00 13 01
13588,15:22:01.778,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13589,15:22:01.783,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13590,15:22:01.783,ch1,R,0x0018,x| FA BB 70 00 00 00 00 45
13591,15:22:01.789,ch1,R,0x0282,x| F1 F1 2D 89 89 01 91 00
13592,15:22:01.789,ch1,R,0x0152,x| F0 EC 00 00 00 00 08 80
13593,15:22:01.789,ch1,R,0x0140,x| 00 87 00 40 00 00 13 01
13594,15:22:01.798,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13595,15:22:01.798,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13596,15:22:01.799,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13597,15:22:01.799,ch1,R,0x0370,x| 00 00 23 01 00 04 00 00
13598,15:22:01.805,ch1,R,0x0280,x| 00 0B 00 00 00 00 00 00
13599,15:22:01.805,ch1,R,0x0018,x| FA BB 70 02 00 00 00 47
13600,15:22:01.810,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13601,15:22:01.810,ch1,R,0x00d1,x| 00 00 00 00
13602,15:22:01.810,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13603,15:22:01.816,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 9E
13604,15:22:01.816,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13605,15:22:01.821,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13606,15:22:01.821,ch1,R,0x0140,x| 00 88 00 40 00 00 13 01
13607,15:22:01.826,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13608,15:22:01.826,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13609,15:22:01.832,ch1,R,0x0018,x| FA BB 70 04 00 00 00 49
13610,15:22:01.832,ch1,R,0x0152,x| F0 FC 00 00 00 00 08 80
13611,15:22:01.837,ch1,R,0x0140,x| 00 89 00 40 00 00 13 01
13612,15:22:01.837,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13613,15:22:01.843,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13614,15:22:01.843,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13615,15:22:01.848,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13616,15:22:01.848,ch1,R,0x0280,x| 00 0C 00 00 00 00 00 00
13617,15:22:01.848,ch1,R,0x0018,x| FA BB 70 06 00 00 00 4B
13618,15:22:01.853,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13619,15:22:01.853,ch1,R,0x00d1,x| 00 00 00 00
13620,15:22:01.859,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13621,15:22:01.859,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 9F
13622,15:22:01.866,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13623,15:22:01.866,ch1,R,0x0140,x| 00 8A 00 40 00 00 13 01
13624,15:22:01.866,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13625,15:22:01.870,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13626,15:22:01.870,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13627,15:22:01.898,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13628,15:22:01.901,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13629,15:22:01.901,ch1,R,0x0282,x| F1 21 2D 89 89 01 91 00
13630,15:22:01.906,ch1,R,0x0018,x| FA BB 70 04 00 00 00 49
13631,15:22:01.906,ch1,R,0x0372,x| 00 50 00 00 00 00 00 00
13632,15:22:01.911,ch1,R,0x0284,x| C0 0B 00 02 00 90 00 00
13633,15:22:01.911,ch1,R,0x0152,x| F0 7C 00 00 00 00 08 80
13634,15:22:01.917,ch1,R,0x0140,x| 00 89 00 40 00 00 13 01
13635,15:22:01.917,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13636,15:22:01.922,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13637,15:22:01.922,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13638,15:22:01.928,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13639,15:22:01.928,ch1,R,0x0280,x| 00 04 00 00 00 00 00 00
13640,15:22:01.933,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13641,15:22:01.933,ch1,R,0x0361,x| 00 09 00 DC 29 80 79 50
13642,15:22:01.933,ch1,R,0x0018,x| FA BB 70 06 00 00 00 4B
13643,15:22:01.938,ch1,R,0x00d0,x| 3A 05 00 00 00 00 02 FF
13644,15:22:01.938,ch1,R,0x00d1,x| 00 00 00 00
13645,15:22:01.945,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13646,15:22:01.945,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 A7
13647,15:22:01.949,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13648,15:22:01.949,ch1,R,0x0140,x| 00 8A 00 40 00 00 12 01
13649,15:22:01.949,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13650,15:22:01.955,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13651,15:22:01.955,ch1,R,0x03d1,x| BA 10 00 00 00 00 00 00
13652,15:22:01.960,ch1,R,0x0018,x| FA BB 70 08 00 00 00 4D
13653,15:22:01.960,ch1,R,0x0152,x| F0 8C 00 00 00 00 08 80
13654,15:22:01.966,ch1,R,0x0140,x| 00 8B 00 40 00 00 13 01
13655,15:22:01.966,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13656,15:22:01.971,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13657,15:22:01.971,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13658,15:22:01.976,ch1,R,0x0280,x| 00 05 00 00 00 00 00 00
13659,15:22:01.976,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13660,15:22:01.982,ch1,R,0x0018,x| FA BB 70 0A 00 00 00 4F
13661,15:22:01.982,ch1,R,0x0370,x| 00 00 23 01 00 08 00 00
13662,15:22:01.987,ch1,R,0x00d0,x| 3A 05 00 00 00 00 02 FF
13663,15:22:01.987,ch1,R,0x00d1,x| 00 00 00 00
13664,15:22:01.987,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13665,15:22:01.992,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 A8
13666,15:22:01.992,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13667,15:22:01.998,ch1,R,0x0140,x| 00 8C 00 40 00 00 13 01
13668,15:22:01.999,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13669,15:22:02.003,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13670,15:22:02.003,ch1,R,0x0018,x| FA BB 70 0C 00 00 00 51
13671,15:22:02.009,ch1,R,0x0152,x| F0 9C 00 00 00 00 08 80
13672,15:22:02.009,ch1,R,0x0140,x| 00 8D 00 40 00 00 13 01
13673,15:22:02.009,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13674,15:22:02.015,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13675,15:22:02.015,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13676,15:22:02.019,ch1,R,0x0280,x| 00 06 00 00 00 00 00 00
13677,15:22:02.019,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13678,15:22:02.025,ch1,R,0x0018,x| FA BB 70 0E 00 00 00 53
13679,15:22:02.025,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13680,15:22:02.031,ch1,R,0x00d1,x| 00 00 00 00
13681,15:22:02.031,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13682,15:22:02.031,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 A9
13683,15:22:02.036,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13684,15:22:02.036,ch1,R,0x0140,x| 00 8E 00 40 00 00 13 01
13685,15:22:02.043,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13686,15:22:02.043,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13687,15:22:02.049,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13688,15:22:02.049,ch1,R,0x0361,x| 00 09 00 DC 2A C0 79 50
13689,15:22:02.052,ch1,R,0x0282,x| F1 31 2D 89 89 01 91 00
13690,15:22:02.052,ch1,R,0x0018,x| FA BB 70 00 00 00 00 45
13691,15:22:02.057,ch1,R,0x0152,x| F0 AC 00 00 00 00 08 80
13692,15:22:02.057,ch1,R,0x0140,x| 00 8F 00 40 00 00 13 01
13693,15:22:02.064,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13694,15:22:02.064,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13695,15:22:02.068,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13696,15:22:02.068,ch1,R,0x0280,x| 00 07 00 00 00 00 00 00
13697,15:22:02.068,ch1,R,0x0018,x| FA BB 70 02 00 00 00 47
13698,15:22:02.073,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13699,15:22:02.073,ch1,R,0x00d1,x| 00 00 00 00
13700,15:22:02.082,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13701,15:22:02.082,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 AA
13702,15:22:02.084,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13703,15:22:02.084,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13704,15:22:02.084,ch1,R,0x0140,x| 00 80 00 40 00 00 13 01
13705,15:22:02.090,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13706,15:22:02.090,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13707,15:22:02.115,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13708,15:22:02.121,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13709,15:22:02.121,ch1,R,0x0018,x| FA BB 70 00 00 00 00 45
13710,15:22:02.126,ch1,R,0x0152,x| F0 2C 00 00 00 00 08 80
13711,15:22:02.126,ch1,R,0x0140,x| 00 8F 00 40 00 00 13 01
13712,15:22:02.132,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13713,15:22:02.132,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13714,15:22:02.137,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13715,15:22:02.137,ch1,R,0x0280,x| 00 0F 00 00 00 00 00 00
13716,15:22:02.142,ch1,R,0x0018,x| FA BB 70 02 00 00 00 47
13717,15:22:02.143,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13718,15:22:02.148,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13719,15:22:02.148,ch1,R,0x00d1,x| 00 00 00 00
13720,15:22:02.149,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13721,15:22:02.153,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 B2
13722,15:22:02.153,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13723,15:22:02.159,ch1,R,0x0370,x| 00 00 23 01 00 0C 00 00
13724,15:22:02.159,ch1,R,0x0140,x| 00 80 00 40 00 00 13 01
13725,15:22:02.165,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13726,15:22:02.165,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13727,15:22:02.169,ch1,R,0x0282,x| F1 61 2D 89 89 01 91 00
13728,15:22:02.169,ch1,R,0x0018,x| FA BB 70 04 00 00 00 49
13729,15:22:02.169,ch1,R,0x0152,x| F0 3C 00 00 00 00 08 80
13730,15:22:02.175,ch1,R,0x0140,x| 00 81 00 40 00 00 13 01
13731,15:22:02.175,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13732,15:22:02.181,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13733,15:22:02.181,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13734,15:22:02.186,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13735,15:22:02.186,ch1,R,0x0280,x| 00 00 00 00 00 00 00 00
13736,15:22:02.191,ch1,R,0x0018,x| FA BB 70 06 00 00 00 4B
13737,15:22:02.191,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13738,15:22:02.191,ch1,R,0x00d1,x| 00 00 00 00
13739,15:22:02.198,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13740,15:22:02.198,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 B3
13741,15:22:02.202,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13742,15:22:02.202,ch1,R,0x03d1,x| BA 10 00 00 00 00 00 00
13743,15:22:02.207,ch1,R,0x0140,x| 00 82 00 40 00 00 13 01
13744,15:22:02.207,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13745,15:22:02.215,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13746,15:22:02.215,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13747,15:22:02.218,ch1,R,0x0361,x| 00 09 00 DC 2E 70 79 50
13748,15:22:02.218,ch1,R,0x0018,x| FA BB 70 08 00 00 00 4D
13749,15:22:02.223,ch1,R,0x0152,x| F0 4C 00 00 00 00 08 80
13750,15:22:02.223,ch1,R,0x0140,x| 00 83 00 40 00 00 13 01
13751,15:22:02.232,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13752,15:22:02.232,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13753,15:22:02.232,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13754,15:22:02.234,ch1,R,0x0280,x| 00 01 00 00 00 00 00 00
13755,15:22:02.234,ch1,R,0x0018,x| FA BB 70 0A 00 00 00 4F
13756,15:22:02.240,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13757,15:22:02.240,ch1,R,0x00d1,x| 00 00 00 00
13758,15:22:02.245,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13759,15:22:02.245,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 B4
13760,15:22:02.245,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13761,15:22:02.250,ch1,R,0x0442,x| 4D 02 00 00 00 00 00 00
13762,15:22:02.250,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13763,15:22:02.256,ch1,R,0x0140,x| 00 84 00 40 00 00 13 01
13764,15:22:02.256,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13765,15:22:02.265,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13766,15:22:02.265,ch1,R,0x0018,x| FA BB 70 0C 00 00 00 51
13767,15:22:02.266,ch1,R,0x0370,x| 00 00 23 01 00 0D 00 00
13768,15:22:02.266,ch1,R,0x0152,x| F0 5C 00 00 00 00 08 80
13769,15:22:02.272,ch1,R,0x0140,x| 00 85 00 40 00 00 13 01
13770,15:22:02.272,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13771,15:22:02.277,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13772,15:22:02.277,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13773,15:22:02.283,ch1,R,0x0280,x| 00 02 00 00 00 00 00 00
13774,15:22:02.283,ch1,R,0x0018,x| FA BB 70 0E 00 00 00 53
13775,15:22:02.288,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13776,15:22:02.288,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 00
13777,15:22:02.288,ch1,R,0x00d1,x| 00 00 00 00
13778,15:22:02.294,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13779,15:22:02.294,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 B5
13780,15:22:02.299,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13781,15:22:02.299,ch1,R,0x0140,x| 00 86 00 40 00 00 13 01
13782,15:22:02.304,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13783,15:22:02.304,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13784,15:22:02.304,ch1,R,0x0282,x| F1 71 2D 89 89 01 91 00
13785,15:22:02.310,ch1,R,0x0018,x| FA BB 70 00 00 00 00 45
13786,15:22:02.310,ch1,R,0x0372,x| 00 80 00 00 00 00 00 00
13787,15:22:02.316,ch1,R,0x0284,x| C0 0E 00 02 00 90 00 00
13788,15:22:02.316,ch1,R,0x0152,x| F0 6C 00 00 00 00 08 80
13789,15:22:02.320,ch1,R,0x0140,x| 00 87 00 40 00 00 13 01
13790,15:22:02.320,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13791,15:22:02.336,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13792,15:22:02.343,ch1,R,0x0140,x| 00 85 00 40 00 00 13 01
13793,15:22:02.349,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13794,15:22:02.349,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13795,15:22:02.354,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13796,15:22:02.354,ch1,R,0x0280,x| 00 0A 00 00 00 00 00 00
13797,15:22:02.359,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13798,15:22:02.359,ch1,R,0x0018,x| FA BB 70 0E 00 00 00 53
13799,15:22:02.366,ch1,R,0x00d0,x| 3A 05 00 00 00 00 02 00
13800,15:22:02.366,ch1,R,0x00d1,x| 00 00 00 00
13801,15:22:02.366,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13802,15:22:02.370,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 BD
13803,15:22:02.370,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13804,15:22:02.375,ch1,R,0x0140,x| 00 86 00 40 00 00 13 01
13805,15:22:02.375,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13806,15:22:02.381,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13807,15:22:02.381,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13808,15:22:02.386,ch1,R,0x0361,x| 00 09 00 DC 22 E0 79 50
13809,15:22:02.386,ch1,R,0x0018,x| FA BB 70 00 00 00 00 45
13810,15:22:02.394,ch1,R,0x0152,x| F0 EC 00 00 00 00 08 80
13811,15:22:02.394,ch1,R,0x0140,x| 00 87 00 40 00 00 13 01
13812,15:22:02.398,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13813,15:22:02.398,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13814,15:22:02.398,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13815,15:22:02.402,ch1,R,0x046c,x| 40 02 00 00 00 00 00 00
13816,15:22:02.402,ch1,R,0x0018,x| FA BB 70 02 00 00 00 47
13817,15:22:02.408,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13818,15:22:02.408,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 00
13819,15:22:02.414,ch1,R,0x00d1,x| 00 00 00 00
13820,15:22:02.414,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13821,15:22:02.418,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 BE
13822,15:22:02.418,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13823,15:22:02.418,ch1,R,0x0140,x| 00 88 00 40 00 00 13 01
13824,15:22:02.424,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13825,15:22:02.424,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13826,15:22:02.431,ch1,R,0x0280,x| 00 0B 00 00 00 00 00 00
13827,15:22:02.431,ch1,R,0x0282,x| F1 A1 2D 89 89 01 91 00
13828,15:22:02.435,ch1,R,0x0018,x| FA BB 70 04 00 00 00 49
13829,15:22:02.435,ch1,R,0x0152,x| F0 FC 00 00 00 00 08 80
13830,15:22:02.440,ch1,R,0x0370,x| 00 00 23 01 00 01 00 00
13831,15:22:02.440,ch1,R,0x0140,x| 00 89 00 40 00 00 13 01
13832,15:22:02.448,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13833,15:22:02.448,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13834,15:22:02.451,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13835,15:22:02.451,ch1,R,0x0018,x| FA BB 70 06 00 00 00 4B
13836,15:22:02.456,ch1,R,0x0280,x| 00 0C 00 00 00 00 00 00
13837,15:22:02.456,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13838,15:22:02.456,ch1,R,0x00d1,x| 00 00 00 00
13839,15:22:02.462,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13840,15:22:02.462,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 BF
13841,15:22:02.467,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13842,15:22:02.467,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13843,15:22:02.472,ch1,R,0x0140,x| 00 8A 00 40 00 00 13 01
13844,15:22:02.472,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13845,15:22:02.472,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13846,15:22:02.478,ch1,R,0x0018,x| FA BB 70 08 00 00 00 4D
13847,15:22:02.478,ch1,R,0x03d1,x| BA 10 00 00 00 00 00 00
13848,15:22:02.483,ch1,R,0x0372,x| 00 A0 00 00 00 00 00 00
13849,15:22:02.483,ch1,R,0x0284,x| C0 00 00 02 00 90 00 00
13850,15:22:02.488,ch1,R,0x0152,x| F0 0C 00 00 00 00 08 80
13851,15:22:02.489,ch1,R,0x04dd,x| 1E 00 00 00 00 00 00 00
13852,15:22:02.494,ch1,R,0x0140,x| 00 8B 00 40 00 00 13 01
13853,15:22:02.494,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13854,15:22:02.499,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13855,15:22:02.499,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13856,15:22:02.505,ch1,R,0x0280,x| 00 0D 00 00 00 00 00 00
13857,15:22:02.505,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13858,15:22:02.510,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13859,15:22:02.510,ch1,R,0x0361,x| 00 09 00 DC 23 50 79 50
13860,15:22:02.515,ch1,R,0x0018,x| FA BB 70 0A 00 00 00 4F
13861,15:22:02.515,ch1,R,0x00d0,x| 3A 05 00 00 00 00 03 FF
13862,15:22:02.515,ch1,R,0x00d1,x| 00 00 00 00
13863,15:22:02.521,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13864,15:22:02.521,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 C0
13865,15:22:02.526,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13866,15:22:02.526,ch1,R,0x0140,x| 00 8C 00 40 00 00 13 01
13867,15:22:02.532,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13868,15:22:02.532,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13869,15:22:02.532,ch1,R,0x0018,x| FA BB 70 0C 00 00 00 51
13870,15:22:02.555,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13871,15:22:02.561,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13872,15:22:02.561,ch1,R,0x0360,x| 00 00 49 4A DC 00 01 00
13873,15:22:02.566,ch1,R,0x0361,x| 00 09 00 DC 26 D0 79 50
13874,15:22:02.566,ch1,R,0x0442,x| 4D 02 00 00 00 00 00 00
13875,15:22:02.571,ch1,R,0x0282,x| F1 D1 2D 89 89 01 91 00
13876,15:22:02.572,ch1,R,0x0018,x| FA BB 70 08 00 00 00 4D
13877,15:22:02.577,ch1,R,0x0152,x| F0 8C 00 00 00 00 08 80
13878,15:22:02.577,ch1,R,0x0140,x| 00 8B 00 40 00 00 13 01
13879,15:22:02.582,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13880,15:22:02.582,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13881,15:22:02.588,ch1,R,0x0144,x| C0 00 00 5A 26 A4 A0 00
13882,15:22:02.588,ch1,R,0x0280,x| 00 05 00 00 00 00 00 00
13883,15:22:02.593,ch1,R,0x0018,x| FA BB 70 0A 00 00 00 4F
13884,15:22:02.593,ch1,R,0x00d0,x| 3A 05 00 00 00 00 02 FF
13885,15:22:02.593,ch1,R,0x00d1,x| 00 00 00 00
13886,15:22:02.599,ch1,R,0x00d2,x| 00 00 FF FF 00 00 00 00
13887,15:22:02.599,ch1,R,0x00d3,x| 00 86 C0 4E 00 00 C8
13888,15:22:02.604,ch1,R,0x00d4,x| 00 00 00 00 00 00 00 00
13889,15:22:02.604,ch1,R,0x0156,x| 00 00 00 00 00 00 00 00
13890,15:22:02.609,ch1,R,0x0140,x| 00 8C 00 40 00 00 13 01
13891,15:22:02.609,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13892,15:22:02.609,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
13893,15:22:02.615,ch1,R,0x0018,x| FA BB 70 0C 00 00 00 51
13894,15:22:02.615,ch1,R,0x0152,x| F0 9C 00 00 00 00 08 80
13895,15:22:02.622,ch1,R,0x0370,x| 00 00 23 01 00 05 00 00
13896,15:22:02.622,ch1,R,0x0140,x| 00 8D 00 40 00 00 12 01
13897,15:22:02.625,ch1,R,0x0141,x| 84 26 B2 29 00 80 BF 00
13898,15:22:02.625,ch1,R,0x0142,x| 84 26 00 00 00 00 00 00
